Classifications,Comments
1,ತೋಗರಿ ತಿಪ್ಪ ಸೂಪರ್
1,tuogeri tippa super
1,ತೊಗರಿ  ತಿಪ್ಪ  ಸುಪರ್  ಕಾಮಿಡಿ
1,ಸುಪರ ತೊಗರಿ ತಿಪ್
1,ಸೂಪರ್ ತೂಗರಿ ತಿಪ್ಪ
1,Sundaravada Kate super
1,super duper hit
1,Shikuar. Chimmalagi. Super
1,ಗುರುಗಳೇ  ನನ್ನ ಹೆಸರು ಗವೀಶ್  ಕೊಪ್ಪಳ.nನಾನು ಚಿಕ್ಕವನಿದ್ದಾಗ ತೊಗರಿ ತಿಪ್ಪನ ಕಥೆಯನ್ನು  ಕೇಳಿದ್ದೆ
1,ಹೌದು. ನಾವು ಸಣ್ಣವರಿದ್ದಾಗ.ಕೆಳಿದ್ದಿವಿ.ಸುಪರ್
1,ತೋಗರಿ ತಿಪ್ಪ  ನಕ್ಕು ನಗಿಸುವ ಕಥನ.
1,ತೊಗರಿ ತಿಪ್ಪ ತುಂಬಾ ಚಂದ ಇತ್ತಪ್ಪ
1,naavu childhood days valag e story kelidde
1,super toogari tipppa
1,Hiryaru manyaga heltidru
1,Allow illo kelid nenapu
1,Basavaraja Basavaraja basu
1,ಸೂಪರ್ story kannada savira
1,ಕಲ್ಪನಾಲೊಕಕ್ಕೆ ಮಿತಿ ಇಲ್ಲ...  ತೊಗರಿ ತಿಪ್ಪ ನಾಟಕ ಮನೆಮಾತಾಗಿತ್ತು....ದನ್ಯವಾದಗಳು
1,ತೊಗರಿ ತಿಪ್ಪ ಕಥೆ ತುಂಬಾ ಜನ್ನಾಗಿ ಮುಡಿ ಬಂದಿದೆ
1,masto togari tippa
1,ಬಾಳ ಚಂದ ಐತ್ರಿ ಕಥಿ
1,super ತೊಗರಿ ತಿಪ್ಪ
1,super ತೊಗರಿ ತಿಪ್ಪ
1,E story kelidre yent dukha kuda maribahudu very nice story
1,BGM neXt levEl nswAg...!
1,ಇವ್ನಿಗೆ sensorನಲ್ಲಿ UA certificate ಸಿಕ್ಕಿತು ಅದಕ್ಕೆ ಈಗ everybody HANDS UP
1,Appu fans yellaru nimma movie nodthivi
1,Chen aged really like kode
1,time kelidru kelbeku ansutte e song next level song
1,Udupi Inda Yarella bandiddiri?
1,Upendra has done
1,ಅದ್ಬುತವಾಗಿದೆ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಚಿತ್ರದ ಹಾಡು ಹ್ಯಾಂಡ್ಸಪ್
1,En song guru fidha agode....Idhu charithre srustiso avatharaaa... Signature step shuruhachkoli inna..
1,ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಚಿತ್ರಕ್ಕೆ ಶುಭವಾಗಲಿ
1,Hope this movie will rule Indian cinema... ಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ ಇನ್ನು ಹಲವು ಭಾಗಗಳಾಗಿ ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಅವತಾರಗಳನ್ನು ತಾಳುವುದರಲ್ಲಿ ಸಂಶಯವೇ ಇಲ್ಲ.
1,THEATRE NALLI HUDUKIDRU 28 Jana datutilla Krishna Bangalore nalli odeya ge
1,@Nandi Parthasarathi Yello erodu ninu lowde
1,@Ŕävîñđŕå_02_GøWđřú bro evnu venkatesh kulkarni avr comments ge reply madidane adanna odudre nin education EE flop
1,D boss movie henge irli fans hatrikk maadtare pakka
1,Odeya nodokke theater ge ogide janane eddilla vaapas banbitri nanu nan frds 🤦‍
1,Olledanna swalpa guruthisi
1,Howdu huliya
1,@TROLL MONSTER_KANNADA le baibeda avnu Boss fane kano ravindra
1,@Vishal Shetty naan avagle helidini.... neen yen baidru
1,@Vishal Shetty ಯಾವನ್ ಗುರು ರವೀಂದ್ರ
1,@Nandi Parthasarathi ಸುಮ್ನೆ ಸೈಡ್ ಗೇ ಹೋಗು ಗೊತ್ತಲಾ ನಾನು ವಿಶಾಲ್ ಶೆಟ್ಟಿ ಅಲ್ಲಾ... ಮಿಂಡರುಗಾಳಿ
1,@Nandi Parthasarathi ಮಿಂಡ್ರಿ
1,ಗುರು ಉತ್ತರ ಕರ್ನಾಟಕ ಭಾಷೆ ದಾಗ ಗುಮ್ಮಿದಿ ಬ್ರೋ ಸೂಪರ್
1,Hoooo super guru nin voice bhal superrrr
1,Bro nanage tumba bejar agide namm sainikar savinind .china davargi buddi kalsek bro ..
1,Super bro sari yagi heldde
1,Super  maga
1,Super bro nivu
1,ಬೆಂಕಿ ಜಕಾಸ್ ಇನ್ನೂ ಹೆಚ್ಚಿನ ದಾಗಿ ರೋಸ್ಟ್ ಮಾಡಿ
1,Yanta jana brother nam deshakkoskara 1 app delete madoke agalva avarige
1,ಎನ್ ಹೇಳ್ದೇ ಗುರು ಸೂಪರ್ ಲವ್‌ ಯು..
1,Mam osm mam ninu
1,Nkn last dialogue lit
1,Bro nivu  supara
1,Tiktok ben agbek bro
1,Anna en mast helde 100 plzzz innu innu publish Madi thukali tiktok ge end sigli
1,Namma  desha da bagge abimana ellde eroru ge  adru tik tok use madtha eddre avru tamma mother naa ennobirige bitkotta hage  eddanu odinu tik tok madidre niu muuru bittoru antha artha
1,Idu beku ivatthu full happy agidivi bro  osm
1,Super Anna ....
1,Maga pubgi mix ಮಾಡಬೇಡ..... ಆಗೇ ಮಾಡು
1,Super guru nice
1,Innu Chenngi Baidu helu bro tik tok user gee
1,En helde guru
1,ಬ್ರೋ ಟಿಕ್ ಟೊಕ್ ಬ್ಯಾನ್ ಮಾಡ್ಬೇಕು
1,Bro Ten minutes + video madi bro niuo mado video na nodta edre nodtane erbeku anisutte
1,Bro kanditha madona
1,En ugdde guru adru nam janake budi barala bro tiktok elde edre saytivi antare thoo
1,Naan antha China app antha yaavaglo delete maadidene nJai hind
1,Innu aagilva tiktok ban
1,All indians plz uninstall  chinese app
1,Navu delet madi tumba dina aytu
1,Super agi roast madidiya guru.
1,Dharsha ge. Rost madu guru pls
1,Nanu tik tok use madutha ela bro .jai Indian army
1,Waste of tym tiktok ban madbidbek
1,Bro neevu helodhu correct naanu kooda tik tok uninstall  maadidini.adre bad words jaasthi use maadbedi bro
1,ಸೂಪರ್ ಗುರು.... ಗುರು ನಿಮ್ಮೂರು
1,Chindi BRO
1,Bro iverella made in china
1,Super bro yanke uninstall madbeku anno gandugale saryag helidira
1,E kannalli ennu en  en nodbeko bro
1,Tik tok ban agleee beku
1,Guru eno heludri but sakkatag heludri super guru
1,Innu enta avrige hege helbeku anna desha anta bandaga ellaru ki jodisbeku enta avrige nam deshada sinikaru prana kodbeka adike kendra sarkara ne  e tik  tok  ban madbeku
1,I like super guru edu edu video andare
1,OMG ಟಿಕ್ ಟಾಕ್ ನಿಂದ nಚೈನಾದ ಬೋ* ಮ* 7
1,Tik Tok Ban Madrappa India Dalli
1,🤣🤣 sakath guru
1,Fast ban madro tiktok na agtila nodake evrgal atana
1,Sari nivu video na roast madi adre madvaga pubg atava free fire games hakondo madbedi a games kooda Chinese
1,S bro Niv helid nija
1,Guru bari uninstall madi anta helbdi. Inmele account delete madi uninstall madok helok start madi inna
1,inthavaranna gadibagakke kalsbeku tik tak madli
1,bro nim video super china da appp use madbardu annod sari k nivu e china game pubg adthiralla bro nivu next video na e pubg game enda madbedi nan nimna geli madthaedini ankobedi
1,NIV helthiro Hela Mathu 100% sathya Anna
1,Sorry sir nim yella video nan nodidini yeno manku badidu nodona hantha download madidde e video nodi delete madidini sir thanks
1,Jana gali modlu Mitron Indian app bandide adanna use madbeku chaina app na modlu delete  mad beku.
1,By mistakly nimma ondu video nodi subscribe agbitte  keep it up bro
1,Well said part 2 madu chinna.. chanagide
1,Anna super anna  🥰🥰🥰🥰  anna mind super
1,Kolath hogiro kobhari mukadhavale🤣🤣🤣
1,Insta link akiddini nodi brother
1,ನಗು ಬರಲ್ಲ ಅಂತ ಹೇಳಿ ನಗುಸ್ತಿರಲ್ಲ ಬ್ರೊ
1,Modlu ee chinese apps galna india dalli ban madbeku...
1,Super guru.........ji kannadiga
1,ಮೊಸರು ನನ್ನ ಮಗನ ಫಸ್ಟ್ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ ಮತ್ತೆ ಈ ಟಿಕ್ ಟಾಕ್ ಸೂಳೆಮಕ್ಕಳು ನ ತಿಕಹೊಡಿ ಬ್ರೋ
1,Masth guru sakadgi helidiya
1,Super Anna nija anna
1,ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಗುರು
1,Good massage anna super
1,Dialog super agii oddidya anna.. super
1,Nivu like goskara tiktok ge hogi idannella collect maadkondidira thane.niv  e video maadide full thappu .bcz nivu publisity goskare insta dalli follow maadi antha ella maathadthidira.matte avaru yella helidu thappu annodadre niv thumba bad words use maadidu thappe.
1,ಸೂಪರ್ ಗುರು ಲಾಸ್ಟ್ ಅಲ್ಲಿ ಹೇಳಿದ್ರಲ್ಲ ತಿಕ ಹೊಡಿಯೋ ದೇವ್ರು ನಾ ಕಟ್ಕೊಂಡಿದಾರೆ ಅಂತ 100% ನಿಜ ಸೂಪರ್
1,Guru nakn enu madbekitu guru ninu avr ajji nam dhesha dalli uti a china desha ke utiro hange Madtare tu evr janmake est benki haka
1,ತುಂಬಾ ಚೆನ್ನಾಗಿ ಬೈದ್ರಿ ನಿಮ್ಮ ಒಂದೊಂದು ಮಾತು ಮುತ್ತಿನಂತದ್ದು.......
1,ನೀವೇ ಹೇಳಿರುವುದು100 ಪರ್ಸೆಂಟ್ ನಿಜ ಆದರೆ ಅಸಭ್ಯವಾಗಿ ಹೇಳದೆ  ಸಭ್ಯವಾಗಿ ಹೇಳಬಹುದಿತ್ತು
1,ಟಿಕ್ ಟಾಕ್ ಮಾಡ್ತಾ idri ಅನ್ಸುತ್ತೆn.
1,Enu helede guru baidaru kuda paragilla good thingking
1,Super agi baidry Anna good talking
1,Game name henu bro
1,Subscribe aade guru
1,Creative kannadiga ur super  n tiktok  users ge nive correct
1,ಜೈ ಕನ್ನ ಡಗ
1,Guru super
1,Nice bro Nina vicoe super
1,Anna sariyag matadidhiraa🤣......
1,ಸೂಪರ್ ಗುರು
1,Modalella yellogidde ninu
1,Superb  guru
1,ಎನ್ ಉಗದಿದಿಯಾ ಗುರು ಮಾತ್ ಮಾತಗು ಉಗುದಿದಿಯಾ ಈ video ನಾ ಏನಾದ್ರು tick tock star ಗಳು ಏನಾದ್ರು ನೋಡಿದ್ರೆ ನೇಣು ಹಕ್ಕೊತ್ತಾರೆ ಗುರು super🤣
1,Super bro huge video madu Anna
1,Super  guru  jai  hind  neenu  nijavada  barathiya mattu  karnatakada  hemmeya putra  I love you  brother
1,Supperb Anna masth agi vedio madidhira
1,Bro neenu Heludhu Sarine
1,Bro ha dacchu su..... Maga you are super no 1 roaster
1,Yen huru helidiri super
1,ಇವರ್ನ ಚೀನಾ ಬೋರ್ಡರ್ಗೆ ಕಳಸಬೇಕು ಗೊತ್ತ ಆಗುತ್ತೆ
1,Last  ತನಕ ನಕ್ಕಿ ನಕ್ಕಿ ಹೊಟ್ಟೆ ನೋವು ಬಂತು
1,Sakkatt agine   kyakirsi  ugdidira  sir
1,Super Guru entha troll Guru Ninangodu Salam Guru
1,ಗುರುವೇ ಇವತ್ತಿನಿಂದ ನಿನ್ನ ಫ್ಯಾನ್ ಆಗಬಿಟ್ಟೆ... ನನ್ನ ದೇಶಾ ನನ್ನ ಹೆಮ್ಮೆ.... ಯಲ್ಲರು ಭಾರತೀಯ ವಸ್ತುಗಳನ್ನೇ ಬಳಸಿ ಭಾರತವನ್ನು ಉಳಿಸಿ.... ಜೈ ಹಿಂದ್..... ತೆನೆ ತೆನೆ ಕುಡಿದ್ರೆ ರಾಶಿ ಹನಿ ಹನಿ ಕುಡಿದ್ರೆ ಹಳ್ಳಾ...... ಪ್ಲೀಸ್ ಯಲ್ಲರು ಇನ್ನ ಆದ್ರೂ ಒಗ್ಗಟ್ಟಾಗಿ ದೇಶದ ಪರವಾಗಿ ನಿಲ್ಲಿ.... ಜೈ ಹಿಂದ್
1,ayoo super annaaaa
1,Super guru
1,Super video bro
1,Anna sakath agi mathadiddira
1,Tick tock Matti pub g arorna dayvittu India border of India...lAC ge kalisikodi
1,Helide guru ninu
1,Hundred persent true guruuu
1,Guru Chinese mobile yen madodu
1,Super anna
1,Mast roast madidi anna
1,Bosssuuuuu super innu ugibeku tiktok yak ban madbeku annorge
1,Idu idu andre
1,Super Anna enu ugiri chanagi
1,Super video madiddira
1,Tik tok alli jagala madtidralla adra baggenu ondu video madi anna super agi ugididdira
1,Jai criative kannadiga supper
1,Super Bindu ge Takkar kottidira bro
1,Guruve en creative sharanu love u kannadiga
1,Oooo super sir
1,#u osm BronIvrella common sense less kaacaha galu n# one app value gotthilla sedegalu
1,ನಮ್ಮ ದೇಶದಲ್ಲಿ ಇದ್ದು ನಮ್ಮ ದೇಶದ ಅನ್ನ ತಿಂದು ಬೇರೆ ದೇಶಕ್ಕೆ ಲಾಭ ಮಾಡ್ತಾ ಇದೀರಾ ನಾಚಿಕೆ ಆಗಬೇಕು ಹಿಂತವರಿಗೆ
1,Super gurunJai hind Jai Indian army
1,ಸೂಪರ್ ಅಣ್ಣಾ ಚನ್ನಾಗಿ ಹೇಳಿದಿರ ದೇಶ ಅಭಿಮಾನ ಅಂದ್ರೆ ಇದು ಗುರು
1,niv helid nija star antha bere akotidru karma
1,I like you guru
1,Saryagi rubbidira brother
1,Good massage broooo lv u
1,Super Anna jai hind
1,Super Anna ede Tara video s Madi super
1,Link share madi
1,Paramvah Music hindi
1,Charitre shrushtiso avatara
1,Hindi.  ?
1,ಹಿಂದಿ ಸಾಂಗ್ ಬಿಡಿ ಸ್ವಾಮಿ ಒಳ್ಳೇ ಕಲೆಕ್ಷನ್ ಆಗುತ್ತೆ
1,@Raj T yes
1,Hindi song yavaga release madtira?
1,ಸರ್ ಹಿಂದಿ song ಬೇಗ ಬಿಡಿ
1,Idu charitre shrustiso avatara @ RAKSHIT SHETTY
1,Hindi kuthe aahe
1,Hindi elitha handig uttad hadbi nan magne
1,ಅದ್ಬುತವಾಗಿದೆ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಚಿತ್ರದ ಹಾಡು ಹ್ಯಾಂಡ್ಸಪ್
1,@Doavi samstana movie gellutte nAamele Jana promotion maadthare
1,Pls in hindi
1,@jagadish g dambal
1,@jagadish g dambal
1,@jagadish g dambal
1,@jagadish g dambal the
1,@anup kulkarni T-Series
1,My favorite song in 2019 is Taaja samachara   ಸಾಹಿತ್ಯ ಪ್ರಿಯರೇ ಒಮ್ಮೆ ಈ ಹಾಡು ಕೇಳಿದ್ರೆ ಕೇಳ್ತಾನೆ ಇರ್ಬೇಕು ಅನ್ಸುತ್ತೆ....  Everybody watch this
1,@jagadish g dambal 🤨🤗l
1,Basanni baa  kannada movi
1,Paramvah Music uuuujnxgjmifjkijhn Ya jinhen
1,Nice song avane srimannarayana
1,Slow poison song annoru like Maadi
1,Make avane srimanarayana part 2
1,Super music avane srimannarayana movie super it movie anoru like me
1,ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸಾಂಗ್
1,Gali matina tune best
1,En sir lyrics. Superb
1,Vijay Prakash sakkath Voice
1,Super song
1,ಕನ್ನಡದಲ್ಲಿ ಡೈಲಿ ಟೆಕ್ ಅಪ್ಡೇಟ್ಸ್ ಪಡೆಯಲು ಸಬ್ಸ್ಕ್ರೈಬ್ ಮಾಡಿ ನಮ್ಮ ಚನ್ನೆಲ್ಗೆ
1,Raja Vishnuvardhana it’s available only in Kannada on Amazon prime
1,37 M
1,Supar.  Love
1,NEW KANNADA FEMALE VERSION SONGn
1,Rip chiru sir
1,Super song great song
1,Love from karnataka
1,#handsup ಇದು ಚರಿತ್ರೆ ಸೃಷಿಸೂ ಅವತಾರ
1,Ajanish Loknath en music kottiddiya ಗುರು ಚಿಂದಿ
1,ಕೆಜಿಎಫ್  ಒಂದು ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟಿದೆ nಅವನು ಅದಕ್ಕಿಂತ ದೊಡ್ಡ ಸಾಮ್ರಾಜ್ಯ ಕಟ್ಟುತ್ತಾನೆ ಪಕ್ಕ n
1,Pakka! And KGF Chapter II ಇದಕ್ಕಿಂತ inna ದೊಡ್ಡ ರಾಜ್ಯ ನೇ ಕಟ್ಟುತ್ತೇ! Waiting for Asn & KGF II
1,@Wild Rex ಕಟ್ಟಬೇಕು bronಖಂಡಿತಾ ಕಟ್ಟುತ್ತೆ  bro
1,Best madali olle  belavanige next level sandalwood
1,Hidden detail in  trailer of Avane Srimanarayana....n
1,Idella yake Kannada Films Dodda samrajjya ne katbeku Dodda Charitrene Srusti madbeku anta helu....
1,@Raj Kannadiga idhu idhu namma    Nijavaada kannadigana  maathu
1,Chindi song  Vijay prakash fans hit like here
1,ಸೂಪರ್ ಆಗಿ ಇದೆn ಕೆಜಿಎಫ್ ಮತ್ತು ಅವನೇ ಶ್ರೀಮಾನ್ನಾರಯಣ ಇಂತಹ ಅನೇಕ ಕನ್ನಡ ಸಿನಿಮಾಗಳು ನಮ್ಮ ಕನ್ನಡಕ್ಕೆ ಬೇಕು ನಮ್ಮ ಕನ್ನಡ ಸಿನಿಮಾಗಳು ರಾಷ್ಟ್ರ ಮತ್ತು ದೇಶ ಮಟ್ಟದಲ್ಲಿ ಬೆಳೆಯಬೇಕು
1,#AvaneSrimannarayana #HandsUp song last alli fork esiyodu sanvi anustte
1,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ
1,ದಯವಿಟ್ಟು ಕನ್ನಡ ಅಭಿಮಾನಿಗಳು ಒಂದಾಗಿ ಕೆಲ್ಸ ಮಾಡೋ ಸಮಯ
1,ನಮ್ ಕನ್ನಡ ಸಿನಿಮಾ
1,Song super agi edey
1,Sakat ag ede song bros yelru share madana plz nim whatsapp alli
1,ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಯಶ್ ಅಭಿಮಾನಿಗಳಿಂದ ಶುಭ ಹಾರೈಕೆಗಳು
1,Signature steps awesome...pakka...# tag agthe
1,Hindi version yav channel alli release madidare.
1,youtu.be/C3... nnಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರnಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ nnHands up!! n#ASN
1,ಬೆಂಕಿಗೇ ಇನೊಂದು ಅರ್ಥ RAKSHIT ಶೆಟ್ಟಿ..simple star alla fire star
1,ಈ ಚಿತ್ರ  ಕನ್ನಡ ಚಿತ್ರರಂಗಕ್ಕೆ ಇನ್ನೊಂದು ಪ್ರಮುಖ ಮೈಲು
1,ಇದು ಚರಿತ್ರೆ ಸ್ರುಷ್ಟಿಸೊ ಅವತಾರ
1,ಚರಿತ್ರೆ ಸೃಷ್ಠಿಸೋ ಅವತಾರದ ಈ ಸಾಂಗ್ & ಸಿನಿಮಾಗೆ...ಕಿಚ್ಚ ಫ್ಯಾನ್ಸ್ ಕಡೆಯಿಂದ ಆಲ್ ದ ಬೆಸ್ಟ್...
1,ಬಂದ ಬಂದ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣnHands up
1,Different r s maga ninu
1,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಚಿತ್ರ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ
1,Ditto shankranna kandru aa step hakovaaga
1,Super jai kanadiga
1,ಇದು ಸ್ಲೋ ಅಡಿಕ್ಟ್ ಸಾಂಗ್ ಗುರು.nಅಡಿಕ್ಟ್ ಆಗೋದು ಪಕ್ಕಾ...
1,ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ ಶೆಟ್ರು
1,Sahitya and sangita eradu super movie blockbuster
1,ಅದ್ಭುತ ಹಾಡು
1,Charitree shrushtisoo avatara!!!
1,ಈ ಚಲನಚಿತ್ರಕ್ಕಾಗಿ ಎಷ್ಟು ಜನರು ಕಾಯುತ್ತಿದ್ದಾರೆ nLike madi nodana
1,Shetru birthday party dina haadiro haadu aawaginindaa wait maadtide.....
1,ನಾವ್ ಕನ್ನಡ ಚಿತ್ರ ಸರ್ಪೊಟ್ ಮಾಡ್ತಿವಿ ಅನ್ನೊರು Hands up........
1,ಈ ಚಲನಚಿತ್ರಕ್ಕಾಗಿ ಎಷ್ಟು ಜನರು ಕಾಯುತ್ತಿದ್ದಾರೆ nLike madi nodana
1,Edu charitre srustiso movie
1,ನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತ  ನಿಂತನು ಓರ್ವ ರಾಕ್ಷಸ
1,Yaryaru matte nodtiddira like madi
1,super songnಜೈ ಕರ್ನಾಟಕ ಜೈ ಕನ್ನಡ
1,ಇದು ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಚರಿತ್ರೆ ಸೃಟಿಸೂ ಅವತಾರ ಯಾರ್ ಅವನು .......... (ಅವನೇ ಶ್ರೀಮನಾರಾಯಣ) All The Best D B055 fan
1,@Kumara Kantirava nSame nInnu eno bekunnKgf song listen nEsto powerfull idennElla languagenna nAttract maadidenBut idu
1,@Kumara Kantirava avn heldange 1st time hange ansodhu..
1,Neene compose madappa hogu
1,@Kumara Kantirava sari nodu
1,@DILL DULL ಆತರ ಏನಿಲ್ಲ ಸಾಂಗ್ ಸೂಪರ್ ಆಗ ಇದೇ slow ಪೊಯ್ಸನ್
1,Pakka guru same feelingu
1,Nija guru ..... Aa takattu nam industry Alli yargu Ella....
1,ದಯವಿಟ್ಟು ಬಿಡುಗಡೆ ದಿನಾಂಕವನ್ನು ಹೇಳಿ
1,ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಸಂಗೀತ ಮತ್ತೊಮ್ಮೆ ಅವನ ರೂಪದಲ್ಲಿ ಹುಟ್ಟಿತುnಯಾರ್ ಅವನು🤔?nಅವನೇ ನಮ್ಮ ಲೋಕನಾಥ🤩 ಅಜನೀಶ್..nMusic blasted
1,ಅಬ್ಬಾ ಎಂತಹ bgm
1,Super song amazing lyrics
1,Rip Rashmika Mandanna In Advance
1,ಮ್ಯೂಸಿಕ್ ತುಂಬಾ estaaythu bro
1,Song Karnatakadalli ella hero fans film node nodtare but pls bere languages lli promotion madi
1,ಸೂಪರ್ ಹಾಡು
1,ನೋವು ನಲಿವಿಗೆ ಕಾರಣ...nಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ
1,Avanilade enu illa ee bhoomimele
1,ಒಳ್ಳೇದು ಆಗಲಿ big ಸಕ್ಸಸ್ for ASN
1,Nam guru songs always different
1,ಚಿಂದಿ ಸಿಗ್ನೇಚರ್ ಸ್ಟೇಪ್ ಸೂಪರ್
1,Jai Kiccha
1,ಕನ್ನಡ ಸಿನಿಮಾ ದ ಅವತಾರ ಶುರುವಾಯಿತು
1,ಸಾರ್ ನಿಮ್ ತಂದೆಯವರ ಅಭಿನಯ ನೋಡ್ತಾ ಇದ್ರೆ ಏನೊ ಹಳೇದೆಲ್ಲಾ ನೆನಪಿಗೆ ಬಂದು ಅಳು ಬರುತ್ತೆ.. ಆ ರೀತಿ ಮನಸ್ಸನ್ನೆ ಕರಗಿಸೊ ಕಲೆ ಅವರಲ್ಲಿತ್ತು. ಅಂತಹವರ ಮಗನಾಗಿ ಹುಟ್ಟಿದ್ದು ನಿಮ್ಮ ಪೂರ್ವ ಜನ್ಮದ ಪುಣ್ಯ ಅಂದ್ರು ತಪ್ಪಾಗುತ್ತೆ.. ಒಳ್ಳೇದಾಗ್ಲಿ ಸರ್.. ಎಲ್ರೂ ಸಾಯೋದೆ.. ಅಲ್ಲಿವರೆಗೂ ಖುಷಿಯಾಗಿರ್ಬೇಕು ಅಷ್ಟೇ..! ದೇವ್ರ್ ಒಳ್ಳೆದ್ ಮಾಡ್ಲಿ ನಿಮ್ಗೆ
1,ಸರ್ ನಿಮ್ಮ ಪ್ರತಿಯೊಂದು ಮಾತು ನೂರಕ್ಕೆ ನೂರು ಸತ್ಯ nನಿಮ್ಮ ನೋಡಿ ಹೆಮ್ಮೆ ಆಗುತ್ತೆ ಸರ್
1,ನೀವು ಬಾಳ್ವೆ ನಡೆಸುತ್ತಿರುವ ರೀತಿ ತುಂಬಾನೇ ಚೆನ್ನಾಗಿದೆ.ನಿಮ್ಮ ಮಾತಿನಲ್ಲಿ ತುಂಬಾ ತೂಕವಿದೆ.
1,Hahaha sisya yavano nin mobile hegrisidane antha kansutte hahahaha...
1,ಕಾಯಕವೇ ಕೈಲಾಸ ಎಂಬ ತತ್ವವನ್ನು ಪಾಲಿಸುತ್ತಿರುವ ಕಲಿಯುಗದ ಮನುಷ್ಯ ಮತ್ತು sir ನಾನು ನಿಮ್ಮ ತಂದೆ k s ಅಶ್ವತ್ಥ್ ಸರ್ ಅವರ ಅಭಿಮಾನಿ
1,ಗೆದ್ದೇ ಗೆಲ್ಲುವೆ ಒಂದು ದಿನ ಗೆಲ್ಲಲೇ ಬೇಕು ನಿಮ್ಮ ಒಳ್ಳೆಯ ತನ
1,ಸರ್ ಅದು ಗೆದ್ದೇ
1,ಈ ಕಾಲದಲ್ಲಿ ಒಳ್ಳೆತನಕ್ಕೆ ಬೆಲೆ ಇಲ್ಲ ಮತ್ತೆ ಗೆಲ್ಲುವುದು ಹೇಗೆ
1,Dont appset sir plz
1,ಕ್ಷಮಿಸಿ.... ಒಳ್ಳೆಯತನಕ್ಕೆ ಇಲ್ಲಿ ಬೇಲೆ ಇಲ್ಲ...
1,ಚಮಯ್ಯ ಮೇಸ್ಟ್ರು ಅವರ ಆಶೀರ್ವಾದ ಯಾವಾಗಲೂ ಇರುತ್ತೆ ನಿಮ್ಮಲ್ಲಿ ಸ್ವಾಭಿಮಾನ ಇದೆ ಆಗು ನಿಮ್ಮಲ್ಲಿ ಒಂದು ಛಲ ಇದೆ
1,ನನ್ನ ಕಣ್ಣಂಚ್ಚಲಿ ನೀರು ಬಂತು..Sir ur great
1,ಸರ್ ನಿಮ್ಮ ಪಾದಗಳಿಗೆ ನಮಸ್ಕಾರಗಳು
1,Sar bedi duty madali taraget Miss agote.....?
1,ಸಾಮಾನ್ಯ ಮನುಷ್ಯ ಶಂಕರ್ ಸರ್  ನಮಗೆ ನೀವು ಮಾದರಿ
1,Sir nimma pH no kodi sir trip eruvaga nimma cab joteyali hogtivi nimmaantvaru chanagierabeku n yela snhytru adstu evar cab book madi  ethara madidre  swalppa helf agbwdu friend s gn
1,jevanada sathya harithiruva jnani
1,Sakat swabhimani sir nivu
1,ಹಾ ದೇವರು ಒಳ್ಳೆಯವರಿಗೇ ಯಾವಾಗಲೂ ಕಷ್ಟ ಕೋಡದು ಸರ್ ನಿಮಗೇ ಒಳ್ಳೆದಾಗಲ್ಲಿ... ಸರ್..
1,ನಯವಾದ  ಮಾತುಗಳು  ನೀವು ಚೇನ್ನಾಗಿ nಇರಬೇಕು ಸಾರ್
1,ಸೂಪರ್ ಸೋಮಣ್ಣ ಮಾಚಿಮಾಡ  ಇಂತಹ ಒಳ್ಳೆಯ ಕೆಲಸ ಇನ್ನೂ ಮುಂದುವರಿಯಲಿ  ಶಂಕರ್ ಸರ್ ನಿಮ್ಮ ನೇರವಾದ ಮತ್ತು ವಾಸ್ತವವಾದ ಮಾತಿಗೆ
1,Somegowda Somanna Thank you
1,@Machi MediaSuper Sir. Nimagu Haagu Namma Sir gu Dussehra Habbada Shubhashayagalu
